Iteration,ACS_time,ACS_dist,Elitist_time,Elitist_dist,MaxMin_time,MaxMin_dist
1,0.01926589012145996,1933.2149887338587,0.017767667770385742,1926.9468777816185,0.01996755599975586,1926.9468777816185
1,0.019963502883911133,1784.5313882103956,0.02183365821838379,1784.5313882103956,0.019557476043701172,1784.5313882103956
1,0.0184934139251709,2502.03255988815,0.017400264739990234,2502.03255988815,0.01784205436706543,2502.03255988815
1,0.01864027976989746,2013.1418567593787,0.02064371109008789,1986.8719777661067,0.018047094345092773,1986.8719777661067
1,0.019244909286499023,1917.653419130915,0.01986861228942871,1923.7218806155215,0.018011808395385742,1917.6534191309147
1,0.018583297729492188,1520.1219903592978,0.021042585372924805,1520.1219903592978,0.01664137840270996,1541.4390603911547
1,0.018715620040893555,1936.123033128452,0.01992344856262207,1936.1230331284523,0.0215451717376709,1936.123033128452
1,0.019229888916015625,2123.218297827923,0.019784927368164062,2134.5266106980635,0.017966508865356445,2158.566557908188
1,0.019175052642822266,2228.6445744467346,0.019010305404663086,2228.644574446734,0.018492937088012695,2228.644574446734
1,0.017988204956054688,2042.3479440653327,0.01798844337463379,2042.3479440653327,0.01770615577697754,2042.3479440653327
1,0.026880502700805664,2590.358341895037,0.020973920822143555,2590.358341895037,0.018654584884643555,2590.358341895037
1,0.01805281639099121,2884.454106310265,0.02037811279296875,2884.454106310265,0.017432689666748047,2884.4541063102647
1,0.017999649047851562,2390.933640654797,0.020396709442138672,2390.933640654797,0.018051624298095703,2390.933640654797
1,0.01754927635192871,2298.472657567605,0.01907491683959961,2298.472657567605,0.018107891082763672,2298.4726575676045
1,0.020055055618286133,2355.576636378089,0.020978689193725586,2355.576636378089,0.019568681716918945,2355.576636378089
1,0.018973827362060547,2649.164707886673,0.018121004104614258,2649.164707886673,0.018343448638916016,2649.1647078866727
1,0.020044565200805664,1953.7390837742778,0.02253866195678711,1953.7390837742776,0.01796102523803711,1953.7390837742773
1,0.019008874893188477,2118.1955499343735,0.021029949188232422,2198.7998073494814,0.018132925033569336,2118.195549934373
1,0.01755666732788086,1796.186301706166,0.019963502883911133,1796.1863017061662,0.01727128028869629,1796.186301706166
1,0.020157814025878906,1996.42181790752,0.01990485191345215,1996.42181790752,0.01816415786743164,1996.4218179075199
2,0.07094097137451172,3289.705890251134,0.0673379898071289,3242.8312802247588,0.07161736488342285,2992.8510937035812
2,0.06742143630981445,2779.017638077303,0.06882882118225098,2947.9254649045465,0.0791022777557373,2655.242877123331
2,0.07272863388061523,3282.761396896077,0.06875729560852051,3291.3759314953522,0.07093691825866699,3176.236076237749
2,0.07442307472229004,3503.5760640509143,0.07048702239990234,3507.1976339593734,0.07061338424682617,3300.2614082622376
2,0.06967473030090332,2942.2732563955656,0.06416583061218262,2811.9380731801875,0.07527470588684082,2676.676798833528
2,0.07411313056945801,2913.415793114584,0.0729224681854248,2962.1569912930418,0.07682681083679199,2762.413117991069
2,0.07377243041992188,3295.5493110582597,0.0704200267791748,3276.030939618801,0.06953787803649902,3203.6625879055737
2,0.0711514949798584,3124.6725418388014,0.06945157051086426,3034.9814980603214,0.07825231552124023,2973.6679569662497
2,0.07023286819458008,3016.756011686321,0.07058978080749512,3044.2058041032715,0.07533073425292969,2958.521244416113
2,0.07066726684570312,3499.237470577339,0.07104682922363281,3158.896028656974,0.06749796867370605,3068.1145379384675
2,0.07015562057495117,3866.188806333604,0.07059645652770996,3703.101955133724,0.0710444450378418,3621.7845191670003
2,0.0695953369140625,3054.221265725579,0.07042360305786133,3116.6700429533844,0.07613849639892578,2950.829111686334
2,0.07100486755371094,3449.13967168229,0.07262158393859863,3444.4091811849294,0.07564496994018555,3330.498187667508
2,0.07122206687927246,3405.671363615416,0.07109212875366211,3437.1408630634455,0.07310628890991211,3209.765923795414
2,0.07161450386047363,3709.623067634223,0.07034683227539062,3592.822683698868,0.07614970207214355,3391.8735778346363
2,0.06766963005065918,3394.838491785948,0.06982064247131348,3413.042196109111,0.07047820091247559,3264.5289933426584
2,0.07057642936706543,2573.3281497897356,0.07110214233398438,2505.3451466685106,0.07146406173706055,2505.3451466685096
2,0.06769990921020508,3331.740118329942,0.06854534149169922,3318.7746772170626,0.07147908210754395,3275.379036085623
2,0.07180619239807129,3165.8360329604793,0.0698556900024414,3115.7896031856185,0.07250499725341797,3126.729044307502
2,0.06664347648620605,2996.921806341623,0.06911563873291016,3138.517563779991,0.07071781158447266,2813.8992584564035
3,0.16660404205322266,4572.594851442113,0.15585970878601074,4599.730867422857,0.1593489646911621,3966.62186873037
3,0.16120052337646484,3757.9964734407276,0.15500402450561523,4142.457090755374,0.16131925582885742,3445.598313944528
3,0.15542197227478027,4063.043353301018,0.159529447555542,4388.3741417016345,0.16551566123962402,3766.690996026068
3,0.15242338180541992,4041.607184725682,0.15577960014343262,3953.451281989308,0.1615288257598877,3660.0844558055164
3,0.15979409217834473,4237.867981776353,0.1631317138671875,4311.838951696542,0.1656649112701416,3556.470036652978
3,0.15241742134094238,4801.24968993979,0.16204285621643066,4828.673884732345,0.15210676193237305,4116.540497984853
3,0.15732526779174805,4586.4567234433725,0.16066718101501465,4501.256350706997,0.16291189193725586,4022.2838768217457
3,0.15331268310546875,4448.302594266097,0.1583871841430664,4478.03964882432,0.16205954551696777,3859.263755501294
3,0.15418672561645508,4400.177810976811,0.1650547981262207,4324.369777590811,0.15945935249328613,3854.228942565752
3,0.15413212776184082,4532.9062110398545,0.15433716773986816,4798.849420524191,0.159409761428833,4106.762536323368
3,0.14852142333984375,4011.323742878718,0.16312265396118164,4047.4906403088967,0.16211938858032227,3660.4731105203955
3,0.1500561237335205,5098.299818263208,0.16696858406066895,4680.846163400876,0.1561284065246582,4178.504873114538
3,0.1495678424835205,4685.116352297273,0.16421985626220703,4536.642981217859,0.16841506958007812,4000.790289500789
3,0.15645551681518555,4374.482749223102,0.15593719482421875,4277.568400702895,0.16273093223571777,3708.3130921891343
3,0.15820884704589844,4306.175890491106,0.16440176963806152,4223.432039312164,0.1716611385345459,4092.55703996013
3,0.15749764442443848,4243.360767473312,0.15534591674804688,4403.837821195156,0.16179299354553223,3961.4128478747516
3,0.15516996383666992,3925.114933459209,0.16022062301635742,4164.121339544702,0.15660715103149414,3498.359743417913
3,0.14924979209899902,5074.158324007633,0.16271400451660156,4793.348800532895,0.1557161808013916,4368.604115447346
3,0.1644458770751953,4250.887483842925,0.1602921485900879,3938.13006914789,0.1600654125213623,3712.985446871119
3,0.15677475929260254,4332.9350647025,0.15445208549499512,4165.255373983598,0.1534583568572998,4187.902627952521
4,0.3124079704284668,5429.272394238682,0.2912330627441406,5018.32449448188,0.29364752769470215,4563.300436472488
